,comments,sentiment,tokens
23226,열등감이라는 주제를 어떻게 아이들과 마주할까 했는데 먼저 보여주네요 열등감으로 방구석에서 어떻게 살았는지 어떻게 나왔는지 나를 보여줬더니 아이들의 해결책에 눈물이 나네요 너무나 간단한 답을 어른은 모르고 아니 멀리하고 있다는 것을 방패는 내 속에 있다는 것을 아이들에게 배웁니다 아이들의 마음에서 물들지 않은 마음에서 위로의 답을 받고 모두 따스해집니다  정말 대단한 컨텐츠입니다 이렇게 그렇게 우린 서로 위로 받고 답들을 찾아 나서며 조금은 더 앞으로 나아가게 되군요 이승윤님의 담담한 대화가 울림이 있고 39 무얼 훔치지 39 라는 자기 성찰에 대한 노래가 내 자신을 더욱 세워주는 순간입니다 아이들의 시 선 아이들의 직관적인 해답 이승윤님의 겪어 나온 진솔하며 단단한 얘기 노래의 진심이 좋았습니다,0,"['열등감', '이라는', '주제', '를', '어떻게', '아이', '들', '과', '마주', '할까', '했는데', '먼저', '보여주네요', '열등감', '으로', '방', '구석', '에서', '어떻게', '살았는지', '어떻게', '나왔는지', '나를', '보여줬더니', '아이', '들', '의', '해결', '책', '에', '눈물', '이', '나네요', '너무나', '간단한', '답', '을', '어른', '은', '모르고', '아니', '멀리', '하고', '있다는', '것', '을', '방패', '는', '내', '속', '에', '있다는', '것', '을', '아이', '들', '에게', '배웁니다', '아이', '들', '의', '마음', '에서', '물들지', '않은', '마음', '에서', '위로', '의', '답', '을', '받고', '모두', '따스해', '집니다', '정말', '대단한', '컨텐츠', '입니다', '이렇게', '그렇게', '우린', '서로', '위로', '받고', '답', '들', '을', '찾아', '나서며', '조금', '은', '더', '앞', '으로', '나아가게', '되군요', '이승윤', '님', '의', '담담한', '대화', '가', '울림', '이', '있고', '39', '무얼', '훔치지', '39', '라는', '자기', '성찰', '에', '대한', '노래', '가', '내', '자신', '을', '더욱', '세워주는', '순간', '입니다', '아이', '들', '의', '시', '선', '아이', '들', '의', '직관', '적', '인', '해답', '이승윤', '님', '의', '겪어', '나온', '진솔하며', '단단한', '얘기', '노래', '의', '진심', '이', '좋았습니다']"
23227,이건 ㄹㅇ 영화다,0,"['이건', 'ㄹㅇ', '영화', '다']"
23228,좌빨 개 ㅆ ㄹ ㄱ 드라마 북한군을 미화시키는 드러운 드라마,1,"['좌빨', '개', 'ㅆ', 'ㄹ', 'ㄱ', '드라마', '북한', '군', '을', '미화', '시키는', '드러운', '드라마']"
23229,개재밌 노ㅋㅋ 은근히 재밌 네 백신 편 다 보고 재밌어서 2년 전 꺼부터 다시 다봄 빨리 다음 편 올려주세요,0,"['개', '재밌', '노', 'ㅋㅋ', '은근', '히', '재밌', '네', '백신', '편', '다', '보고', '재밌어서', '2년', '전', '꺼부터', '다시', '다', '봄', '빨리', '다음', '편', '올려주세요']"
23230,쿵쾅이 들이 만 지랄 중,1,"['쿵쾅', '이', '들이', '만', '지랄', '중']"
23231,슈트핏 모냐고 대 박적이닷,0,"['슈트', '핏', '모', '냐', '고', '대', '박', '적이닷']"
23232,쌈디 발라드 가수 데뷔 존 버단 성공했다 그런데 그냥 아이돌인데 미 모 뭐야 ㅠㅠㅠㅠㅠ,0,"['쌈디', '발라드', '가수', '데뷔', '존', '버단', '성공했다', '그런데', '그냥', '아이돌', '인데', '미', '모', '뭐', '야', 'ㅠㅠㅠㅠㅠ']"
23233,감독이 아니라 돈에 영혼을 판 악마네 악마야,0,"['감독', '이', '아니라', '돈', '에', '영혼', '을', '판', '악마', '네', '악마', '야']"
23234,어떻게 이렇게 잘하는지 미스터리야,0,"['어떻게', '이렇게', '잘', '하는지', '미스터리', '야']"
23235,참 정신병자는 격리해서 사회 못 나오게 해야지,0,"['참', '정신병', '자', '는', '격리', '해서', '사회', '못', '나오게', '해야지']"
23236,826826 할머니 목소리 내실 때 나도 감격,0,"['826826', '할머니', '목소리', '내실', '때', '나도', '감격']"
23237,새벽님 소식을 듣고 나서 제가 뭐라고 몇 주간 우울증이 왔어요 새벽님의 강 한 모습이 좋아서 닮고 싶어서 오랫동안 애정했는데 강한 모습을 닮기엔 모자랐나 봐요 하지만 새벽님 주위엔 강한 사람들만 있는 거 같아 참 다행이고 제가 다 감사해요 행복하셨으면 좋겠어요,0,"['새벽', '님', '소식', '을', '듣고', '나서', '제', '가', '뭐라고', '몇', '주간', '우울증', '이', '왔어요', '새벽', '님', '의', '강', '한', '모습', '이', '좋아서', '닮고', '싶어서', '오랫동안', '애정', '했는데', '강한', '모습', '을', '닮기엔', '모자랐나', '봐요', '하지만', '새벽', '님', '주위', '엔', '강한', '사람', '들', '만', '있는', '거', '같아', '참', '다행', '이고', '제', '가', '다', '감사해요', '행복하셨으면', '좋겠어요']"
23238,ㅁㅊㄴ 존 나대가리 비었다 저년,1,"['ㅁㅊㄴ', '존', '나', '대가리', '비었다', '저년']"
23239,모든 사람은 차별 받지 않을 권리가 있고 모든 인종 차별주의자는 쳐 맞을 권리가 있습니다,1,"['모든', '사람', '은', '차별', '받지', '않을', '권리', '가', '있고', '모든', '인종', '차별', '주의자', '는', '쳐', '맞을', '권리', '가', '있습니다']"
23240,이 거 프로그램 이름이 뭐예요,0,"['이', '거', '프로그램', '이름', '이', '뭐', '예요']"
23241,너네 어머니도 여잔 데,0,"['너', '네', '어머니', '도', '여잔', '데']"
23242,구속되니까 얌전한 거보소,0,"['구속', '되니까', '얌전한', '거', '보소']"
23243,광어 아 합필 잡혀도 군소레끼한테 잡혔네 리발,1,"['광어', '아', '합필', '잡혀도', '군소레끼', '한테', '잡혔네', '리발']"
23244,밴쯔 복귀 결사반대 ㅉ,1,"['밴쯔', '복귀', '결사', '반대', 'ㅉ']"
23245,ㅋㅋㅋ 진짜 ㅋㅋㅋㅋ씨 발 무슨 와ㅋㅋㅋㅋㅋ 기자회견 하나,1,"['ㅋㅋㅋ', '진짜', 'ㅋㅋㅋㅋ', '씨', '발', '무슨', '와', 'ㅋㅋㅋㅋㅋ', '기자회견', '하나']"
23246,운동은 무슨 얼어 죽을 마녀사냥이 지운동으로 대항해야 함,1,"['운동', '은', '무슨', '얼어', '죽', '을', '마녀사냥', '이', '지', '운동', '으로', '대항', '해야', '함']"
23247,어떻게 지는 것과 우승하는 것이 같은 글자일 수 있냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,"['어떻게', '지는', '것', '과', '우승하는', '것', '이', '같은', '글자', '일', '수', '있냐고', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
23248,저 초딩 운전하고 엄마한테 개쳐 맞았을 듯,1,"['저', '초딩', '운전', '하고', '엄마', '한테', '개', '쳐', '맞았을', '듯']"
23249,4편이 알고리즘으로 떠서 궁금해서 봤는데 보자마자 구독 눌러 버렸네요 진짜 좋은 유튜버 알게 되서 너무 기분이 좋아요 ㅠㅠㅠ 가슴이 몽글몽글해지네요 ㅠㅠ 항상 좋은 영상 올려주세요 여행 조심히 다니시구요,0,"['4', '편이', '알고리즘', '으로', '떠서', '궁금해서', '봤는데', '보자마자', '구독', '눌러', '버렸네요', '진짜', '좋은', '유튜버', '알', '게', '되서', '너무', '기분', '이', '좋아요', 'ㅠㅠㅠ', '가슴', '이', '몽글몽글해지네요', 'ㅠㅠ', '항상', '좋은', '영상', '올려주세요', '여행', '조심', '히', '다니시구요']"
23250,와 연경언니는 배구면 배구 예능이면 예능 ㅠㅠㅠ 다존재감 크고 너무 잘해이 언니 매력은 어디까지인지 ㅠㅠㅠ,0,"['와', '연경', '언니', '는', '배구', '면', '배구', '예능', '이면', '예능', 'ㅠㅠㅠ', '다', '존재', '감', '크고', '너무', '잘', '해이', '언니', '매력', '은', '어디', '까지', '인지', 'ㅠㅠㅠ']"
23251,경찰 시 발ㅋㅋ,1,"['경찰', '시', '발', 'ㅋㅋ']"
23252,못생겼으니 옷이라도 뻘겋게 입고 뻘건살 내놔야지 근데 극혐,1,"['못', '생겼으니', '옷', '이라도', '뻘겋', '게', '입고', '뻘건살', '내놔야지', '근데', '극혐']"
23253,동영상 앞부분에 말 빨리 하는 건 진짜 중독성 엄청 강해요 ㅎㅎㅎ,0,"['동영상', '앞', '부분', '에', '말', '빨리', '하는', '건', '진짜', '중독', '성', '엄청', '강해요', 'ㅎㅎㅎ']"
23254,공격에서 빵 터져버렸습니다 ㅋㅋㅋㅋㅋ 이제 낚시 유튜버로 완전 전향하신 겁니까 ㅜㅜ 예전의 제가 알던 우마님으로 돌아와 주세요,0,"['공격', '에서', '빵', '터져', '버렸습니다', 'ㅋㅋㅋㅋㅋ', '이제', '낚시', '유튜버', '로', '완전', '전향', '하신', '겁', '니까', 'ㅜㅜ', '예전', '의', '제', '가', '알던', '우마', '님', '으로', '돌아와', '주세요']"
23255,옥주년 ㅎㅎㅎㅎ 처까 불다 다골로 간다 연극하지 티비 못 나오고 ㅎ,1,"['옥', '주년', 'ㅎㅎㅎㅎ', '처', '까', '불다', '다', '골로', '간다', '연극', '하지', '티비', '못', '나오고', 'ㅎ']"
23256,언니 영상만 다 찾아보고 있는 중 이야,0,"['언니', '영상', '만', '다', '찾아보고', '있는', '중', '이야']"
23257,이 사람 오늘부터 덕질할게요,0,"['이', '사람', '오늘', '부터', '덕질', '할게요']"
23258,얼굴에 어린 티가 묻어 있는 앳된 친구가 저렇게 파워풀한 퍼포먼스를 보여주니까 뭔가 뭉클함이 더 하네요 안 넘어지려고 한 발로 끝까지 버티는 것도 우리나라 기계체조 여자 선수 최초 메달이라니 어린 친구가 진짜 큰일을 했네요,0,"['얼굴', '에', '어린', '티', '가', '묻어', '있는', '앳된', '친구', '가', '저렇게', '파워', '풀', '한', '퍼포먼스', '를', '보여주니까', '뭔가', '뭉클함이', '더', '하네요', '안', '넘어지려고', '한', '발', '로', '끝', '까지', '버티는', '것', '도', '우리나라', '기계체조', '여자', '선수', '최초', '메달', '이라니', '어린', '친구', '가', '진짜', '큰일', '을', '했네요']"
23259,남자가 다 잘한다는 건 아니지만 진심 아점마들 다 팔다리 분질러버리고 싶다 눈깔을 뽑던가,1,"['남자', '가', '다', '잘', '한다는', '건', '아니지만', '진심', '아', '점마', '들', '다', '팔다리', '분', '질러', '버리고', '싶다', '눈', '깔을', '뽑던가']"
23260,너무 예뻐요 동화 속 세상 같아서 오늘 저의 힘들었던 시간들이 모두 덮히는 것 같아요,0,"['너무', '예뻐요', '동화', '속', '세상', '같아서', '오늘', '저', '의', '힘들었던', '시간', '들', '이', '모두', '덮히는', '것', '같아요']"
23261,ㅈ도 없는 광대쉑들이 주제를 모르고 가오잡노 ㅋㅋㅋ,1,"['ㅈ', '도', '없는', '광대', '쉑', '들', '이', '주제', '를', '모르고', '가오', '잡노', 'ㅋㅋㅋ']"
